timestamp,eci,pci,earfcn,tac,mcc,mnc,rsrp,rsrq,rssnr,cqi,latitude,longitude,altitude,gps_accuracy,speed,bearing,distance_from_bs
1788411187020,5727424513,646,504990,2097215,460,0,-89,-13,2,-1,39.89243526,116.34293159,41.74432373046875,3.7900925,1.02,354.7,
1788411184988,5727424513,646,504990,2097215,460,0,-89,-13,2,-1,39.89241595,116.3429416,41.35076904296875,3.7900925,1.03,3.1,
1788411182974,5727424513,646,504990,2097215,460,0,-89,-13,2,-1,39.8923984,116.34294377,40.70404052734375,3.7900925,0.98,349.5,
1788411181837,5727424513,646,504990,2097215,460,0,-89,-13,2,-1,39.89239035,116.34294643,40.6234130859375,3.7900925,0.99,358.3,
1788411180963,5727424513,646,504990,2097215,460,0,-86,-11,11,-1,39.89238084,116.3429474,40.67181396484375,3.7900925,1.01,0.3,
1788411178947,5727424513,646,504990,2097215,460,0,-86,-11,11,-1,39.89236223,116.34294661,40.1807861328125,3.7900925,1.0,4.1,
1788411176541,5727424513,646,504990,2097215,460,0,-86,-11,11,-1,39.892333,116.34294431,40.577880859375,3.7900925,1.02,15.1,
1788411174244,5727424513,646,504990,2097215,460,0,-86,-11,11,-1,39.89231328,116.34293654,40.53399658203125,3.7900925,1.0,3.7,
1788411172228,5727424513,646,504990,2097215,460,0,-86,-11,11,-1,39.89229271,116.34293569,40.40521240234375,3.7900925,1.03,0.2,
1788411171833,5727424513,646,504990,2097215,460,0,-86,-11,11,-1,39.89229271,116.34293569,40.40521240234375,3.7900925,1.03,0.2,
1788411170212,5727424513,646,504990,2097215,460,0,-92,-13,8,-1,39.89227532,116.34293182,40.31732177734375,3.7900925,1.05,12.0,
1788411168194,5727424513,646,504990,2097215,460,0,-92,-13,8,-1,39.89225592,116.34292646,40.47772216796875,3.7900925,1.07,354.7,
1788411166181,5727424513,646,504990,2097215,460,0,-92,-13,8,-1,39.89223969,116.34292613,39.95556640625,3.7900925,1.1,9.0,
1788411164162,5727424513,646,504990,2097215,460,0,-92,-13,8,-1,39.89222111,116.34292183,40.2266845703125,3.7900925,1.06,6.4,
1788411162143,5727424513,646,504990,2097215,460,0,-92,-13,8,-1,39.89220092,116.34292119,40.2666015625,3.7900925,0.98,5.3,
